state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,average_monthly_spend,customer_engagement_score,churn
Alabama,13,415,no,no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,4.353846153846154,152.11,False
Indiana,104,408,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,0.7096153846153845,182.57999999999998,False
Massachusetts,93,415,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,0.7525806451612903,186.11999999999998,False
Delaware,95,510,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,0.596421052631579,144.46,False
South Carolina,104,415,no,no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,0.4509615384615385,122.52999999999999,False
New Hampshire,35,408,no,no,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,1.4120000000000001,124.82999999999998,True
Louisiana,62,415,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,0.9769354838709677,157.35999999999999,False
Mississippi,143,510,no,no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,0.45580419580419584,174.75,False
New Mexico,62,415,no,no,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,1.0440322580645163,158.33,False
Washington,60,415,yes,no,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,1.1773333333333333,187.97999999999996,True
South Carolina,41,510,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,1.593170731707317,168.48999999999998,False
Montana,34,415,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,1.7288235294117649,159.53,False
Maine,56,408,no,no,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,1.3616071428571428,202.45,True
New Mexico,183,415,no,no,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,0.37989071038251365,181.99999999999997,False
Arizona,94,415,no,no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,0.6608510638297873,155.47,False
Connecticut,73,415,no,yes,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,0.773013698630137,158.20000000000002,False
Illinois,123,408,no,no,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,0.38170731707317074,119.10000000000001,False
Indiana,64,408,no,no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,0.7528125000000001,125.88000000000001,False
Arkansas,127,415,yes,no,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,0.3858267716535433,128.35000000000002,True
Rhode Island,33,415,no,no,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,1.8745454545454545,159.60000000000002,False
North Dakota,27,415,no,no,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,2.392962962962963,172.76,False
New Hampshire,123,408,no,no,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,0.5447154471544714,176.42,False
Nevada,148,510,no,no,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,0.4643918918918919,173.59,False
Utah,81,415,no,no,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,0.6364197530864197,137.70000000000002,False
North Carolina,122,510,no,yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,0.601639344262295,202.81,False
Michigan,52,415,no,no,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1,1.3273076923076923,183.57999999999998,False
Wisconsin,91,408,no,yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,0.7129670329670329,173.1,False
Arkansas,54,415,no,no,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,1.3885185185185183,192.49,True
New Hampshire,152,510,no,no,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1,0.4057894736842106,153.39000000000004,False
Texas,201,415,no,no,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,0.38880597014925367,207.16000000000003,True
Idaho,78,415,no,no,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4,0.5116666666666667,98.07000000000001,True
Connecticut,67,415,no,no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,0.7837313432835821,144.25,False
New Hampshire,100,408,no,no,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,0.6493000000000001,161.43,False
Wyoming,41,510,no,no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,1.7621951219512195,186.9,False
Oregon,133,415,no,no,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,0.42082706766917294,141.95000000000002,False
South Carolina,36,408,no,yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,0.9177777777777778,93.0,False
Maryland,51,510,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,1.522941176470588,203.67,False
New York,122,415,no,no,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,0.3623770491803278,114.4,False
New Mexico,84,408,no,yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,0.6116666666666667,135.99999999999997,False
Louisiana,91,415,no,no,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,0.6535164835164835,153.67999999999998,False
Utah,110,408,no,no,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,0.5468181818181818,153.75,False
Alabama,91,408,yes,no,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,0.4938461538461538,109.57000000000001,False
Delaware,121,408,no,no,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,0.5145454545454545,159.03000000000003,False
West Virginia,109,415,no,no,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,0.5362385321100918,155.29999999999998,False
Kentucky,95,510,no,no,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,0.5428421052631579,136.07000000000002,False
North Carolina,72,415,no,no,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,0.8451388888888889,154.47000000000003,False
West Virginia,73,415,no,no,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,0.9357534246575343,170.44,False
Arizona,108,415,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,0.5224074074074073,142.19,False
West Virginia,58,408,no,yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,1.211551724137931,196.71,False
North Dakota,148,415,yes,no,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,0.4398648648648648,163.23999999999998,False
Washington,76,510,yes,no,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,0.9531578947368421,184.09,True
Idaho,103,415,no,no,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,0.5254368932038835,132.45999999999998,True
Connecticut,87,415,no,no,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,0.7266666666666666,157.0,True
Oklahoma,35,510,no,yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,1.643142857142857,156.36,False
Iowa,88,415,no,no,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,0.4846590909090909,111.02,False
Nebraska,67,415,no,yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,0.8053731343283582,144.47,False
Idaho,77,510,no,yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,0.8336363636363636,173.47000000000003,False
Oregon,124,510,no,no,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,0.4689516129032258,147.67000000000002,False
South Dakota,30,415,no,no,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,2.433,182.73000000000002,False
Delaware,53,415,no,yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,1.0026415094339622,146.95,False
Washington,152,510,no,no,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,0.3383552631578947,131.02,False
Connecticut,100,510,yes,no,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,0.3524999999999999,86.18,False
Minnesota,59,408,no,yes,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,1.1061016949152542,174.83999999999997,False
Washington,143,510,no,no,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,0.4310489510489511,168.66,False
Pennsylvania,142,510,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,0.5257746478873239,204.68999999999997,False
Idaho,105,408,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,0.6747619047619047,186.26,False
Mississippi,111,408,no,no,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,0.8086486486486487,234.12999999999997,True
Washington,143,510,no,no,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,0.3676923076923077,140.30999999999997,False
,93,408,no,yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,0.8832258064516129,210.16,False
Kentucky,79,415,no,no,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,0.8179746835443037,164.81000000000003,False
Ohio,68,415,yes,yes,24,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,0.8573529411764705,161.24,True
Tennessee,93,510,yes,no,0,168.4,114,28.63,276.0,127,23.46,196.2,48,8.83,11.4,3,3.08,1,0.6881720430107527,171.76,False
Idaho,103,415,no,no,0,70.9,134,12.05,134.5,112,11.43,168.8,164,7.6,12.0,6,3.24,2,0.3332038834951456,87.39000000000001,False
West Virginia,144,510,no,yes,38,105.0,86,17.85,121.8,123,10.35,221.5,122,9.97,3.7,4,1.0,0,0.2720138888888889,109.02999999999999,False
Wisconsin,93,415,no,no,0,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,0.6368817204301076,153.82999999999998,False
Oklahoma,149,510,yes,no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,0.3932885906040269,151.46999999999997,False
West Virginia,23,510,no,yes,31,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,2.4413043478260867,148.32999999999998,False
South Dakota,221,510,no,yes,24,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,0.2699095022624434,165.28,False
Kansas,164,510,no,yes,30,238.8,100,40.6,230.0,121,19.55,206.3,66,9.28,13.2,8,3.56,1,0.44506097560975616,193.48999999999998,False
North Carolina,104,415,no,yes,18,182.1,66,30.96,213.6,65,18.16,193.0,108,8.69,13.4,9,3.62,2,0.5906730769230769,161.90000000000003,False
New York,150,415,no,yes,35,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,0.42679999999999996,185.22,False
Wisconsin,184,408,no,yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,0.353695652173913,175.57,False
South Carolina,88,408,no,no,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,0.6589772727272727,156.52999999999997,False
Utah,61,415,yes,yes,29,128.2,119,21.79,171.7,83,14.59,250.9,114,11.29,11.7,6,3.16,3,0.8332786885245901,135.12,False
North Carolina,110,408,no,no,0,159.5,145,27.12,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,0.5486363636363637,152.83,False
Indiana,115,415,no,no,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,0.6516521739130434,196.50000000000003,True
Arkansas,33,408,no,no,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,2.1554545454545453,181.34,False
Maine,100,510,no,no,0,264.5,117,44.97,194.0,111,16.49,262.7,111,11.82,7.5,4,2.03,2,0.7531,191.17000000000002,True
New York,209,415,no,no,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,0.25880382775119615,140.28,False
Oregon,27,510,no,no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,2.550740740740741,174.12,False
Illinois,117,415,no,no,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,0.5336752136752138,163.39999999999998,False
Massachusetts,87,408,no,no,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,0.6305747126436781,144.39,False
Connecticut,129,510,no,yes,27,196.6,89,33.42,180.6,95,15.35,245.0,83,11.03,6.6,5,1.78,1,0.47736434108527137,163.73999999999998,False
Wisconsin,142,510,no,no,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,0.45992957746478874,164.71,False
Oklahoma,112,415,no,no,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,0.4233928571428572,114.83000000000001,False
Delaware,75,510,no,yes,28,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,0.7514666666666666,152.23,False
Arizona,97,408,no,yes,25,141.0,101,23.97,212.0,85,18.02,175.2,138,7.88,4.9,2,1.32,3,0.5277319587628866,142.6,False
Alaska,121,408,no,yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,0.555206611570248,182.61,False
Michigan,142,415,yes,no,0,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,0.37457746478873244,142.07,False
Washington,121,510,no,no,0,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,0.6391735537190083,202.74,True
South Dakota,87,415,no,yes,33,125.0,99,21.25,235.3,81,20.0,215.3,95,9.69,10.2,7,2.75,2,0.6171264367816092,150.16,False
South Dakota,34,408,no,no,0,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5.0,3,1.35,1,2.0305882352941174,186.29999999999998,False
Alaska,177,415,yes,no,0,248.7,118,42.28,172.3,73,14.65,191.9,87,8.64,11.3,2,3.05,1,0.38768361581920896,172.32,True
Massachusetts,58,415,no,yes,30,178.1,111,30.28,236.7,109,20.12,264.0,118,11.88,8.4,2,2.27,0,1.1129310344827588,176.33,False
Arkansas,113,415,yes,no,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,0.3749557522123894,105.9,True
Kansas,101,415,no,no,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,0.6932673267326732,182.53,False
Oregon,89,415,no,no,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,0.45865168539325846,100.80999999999999,False
North Carolina,77,408,yes,yes,44,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,0.6493506493506492,143.70000000000002,True
Oklahoma,146,510,no,no,0,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,0.2754794520547945,107.35,True
New Jersey,93,415,no,no,0,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,0.6116129032258065,149.10000000000002,False
Ohio,160,415,no,no,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,0.4310625,179.97000000000003,False
New Mexico,55,415,no,no,0,132.0,103,22.44,279.6,114,23.77,180.0,74,8.1,13.5,4,3.65,0,1.0538181818181818,157.38,False
Ohio,88,408,no,no,0,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,0.8136363636363637,178.85000000000002,False
Michigan,63,510,no,no,0,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,0.9928571428571428,163.48000000000002,False
Kansas,127,415,no,yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9.0,4,2.43,1,0.418503937007874,142.14000000000001,False
Illinois,57,415,no,yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,1.2063157894736842,188.08999999999997,False
Rhode Island,138,510,yes,no,0,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11.0,4,2.97,2,0.5370289855072464,186.85999999999999,True
Arkansas,115,408,no,no,0,268.0,115,45.56,153.6,106,13.06,232.3,65,10.45,17.0,1,4.59,3,0.6405217391304349,179.01,False
New York,171,415,no,no,0,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,0.33321637426900585,145.76,False
Wyoming,148,408,no,no,0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,0.449527027027027,168.60000000000002,False
North Carolina,127,510,no,no,0,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15.0,2,4.05,1,0.401023622047244,134.49,False
Oregon,61,415,no,no,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,1.1124590163934427,174.23,False
Vermont,131,415,no,no,0,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,0.39885496183206104,135.88000000000002,False
South Dakota,88,408,no,no,0,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,0.6302272727272726,151.23999999999995,False
,130,510,no,no,0,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6.0,1,1.62,2,0.3866923076923077,133.9,False
Rhode Island,89,415,no,yes,24,97.8,98,16.63,207.2,67,17.61,214.5,126,9.65,5.9,2,1.59,0,0.5110112359550562,128.71,False
Idaho,82,415,no,no,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11.0,6,2.97,3,0.9657317073170731,202.13999999999996,True
Oklahoma,138,510,no,yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,0.436231884057971,168.84999999999997,False
Minnesota,115,415,no,no,0,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,0.5723478260869564,174.1,False
Washington,84,415,no,no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,0.9822619047619048,210.07000000000002,True
West Virginia,117,510,yes,no,0,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,0.5564957264957265,172.29,False
New Hampshire,60,415,no,no,0,180.3,67,30.65,208.0,68,17.68,181.2,101,8.15,12.8,6,3.46,2,0.999,154.60000000000002,False
Wisconsin,62,415,no,no,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,0.7914516129032259,131.87,False
Maryland,133,510,no,no,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,0.6237593984962405,210.0,True
Indiana,131,408,no,no,0,240.9,108,40.95,167.4,91,14.23,322.2,109,14.5,14.7,8,3.97,3,0.5622137404580153,180.84,False
Indiana,65,408,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,0.9478461538461538,162.18999999999997,False
New York,120,510,no,yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0.0,0,0.0,1,0.3890833333333334,129.89999999999998,False
Oregon,142,510,no,yes,22,224.4,114,38.15,146.0,106,12.41,241.4,98,10.86,8.8,2,2.38,1,0.44929577464788734,163.55999999999997,False
Oklahoma,134,415,no,no,0,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,0.38962686567164184,129.16,False
Wisconsin,87,415,no,no,0,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,0.804712643678161,174.32000000000002,False
New Jersey,139,415,no,yes,43,231.0,85,39.27,222.3,82,18.9,148.0,105,6.66,8.3,5,2.24,2,0.48251798561151077,183.55,False
Arkansas,76,408,no,no,0,107.3,140,18.24,238.2,133,20.25,271.8,116,12.23,10.0,3,2.7,4,0.7028947368421052,142.36,True
Utah,100,408,no,no,0,185.0,122,31.45,182.5,92,15.51,274.9,92,12.37,5.1,8,1.38,1,0.6071,156.96,False
,99,415,no,yes,31,244.1,71,41.5,203.4,58,17.29,234.0,115,10.53,7.7,4,2.08,3,0.7212121212121211,188.89999999999998,False
Alaska,99,510,no,no,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,0.745050505050505,190.73,False
Arizona,48,415,no,yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,1.1352083333333336,149.01999999999998,False
Kansas,57,415,no,no,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,0.8433333333333334,118.40000000000002,False
Ohio,106,415,no,yes,30,220.1,105,37.42,222.2,109,18.89,158.4,96,7.13,13.1,8,3.54,0,0.6318867924528302,179.16,False
Kansas,170,415,no,yes,42,199.5,119,33.92,135.0,90,11.48,184.6,49,8.31,10.9,3,2.94,4,0.3332352941176471,148.14000000000004,True
South Carolina,78,415,no,no,0,109.5,105,18.62,286.1,90,24.32,247.6,113,11.14,4.9,9,1.32,1,0.7102564102564103,155.06999999999996,False
Tennessee,39,408,no,no,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,1.2779487179487181,122.1,False
California,127,510,no,no,0,107.9,128,18.34,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,0.347007874015748,121.11000000000001,False
Michigan,119,510,yes,yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,0.49386554621848744,157.8,True
Indiana,114,408,no,no,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,0.46271929824561403,126.52000000000002,False
Rhode Island,95,408,no,no,0,160.0,133,27.2,215.3,98,18.3,188.9,87,8.5,9.1,4,2.46,0,0.5943157894736842,149.3,False
Missouri,116,408,no,no,0,51.1,106,8.69,208.6,137,17.73,198.0,92,8.91,12.3,3,3.32,1,0.3331896551724138,104.97999999999999,False
Tennessee,110,415,no,no,0,227.7,88,38.71,170.0,96,14.45,128.7,57,5.79,11.7,5,3.16,1,0.5646363636363636,156.98999999999998,False
Connecticut,74,510,no,no,0,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,0.8308108108108108,160.04000000000002,False
Maine,148,408,no,yes,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,0.44229729729729733,171.04,False
Maryland,83,510,no,no,0,78.1,70,13.28,239.3,115,20.34,144.4,112,6.5,12.3,4,3.32,1,0.5233734939759036,119.63,False
North Carolina,73,408,no,no,0,187.8,95,31.93,149.2,143,12.68,201.4,113,9.06,11.0,4,2.97,2,0.7758904109589041,141.61999999999998,False
South Carolina,111,415,no,yes,21,127.1,94,21.61,228.3,116,19.41,166.7,108,7.5,7.1,3,1.92,1,0.4544144144144144,141.31999999999996,False
California,84,415,no,no,0,280.0,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,0.8888095238095239,190.42000000000002,True
Louisiana,75,510,yes,no,0,153.2,78,26.04,210.8,99,17.92,153.5,100,6.91,7.8,3,2.11,1,0.7064,141.13,False
Wisconsin,114,415,no,yes,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,0.44552631578947366,133.21,False
Illinois,71,510,yes,no,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,0.8667605633802816,156.23,True
Indiana,58,415,no,yes,22,224.1,127,38.1,238.8,85,20.3,174.2,86,7.84,11.5,7,3.11,2,1.1956896551724139,184.8,False
Alabama,106,408,no,yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,0.41566037735849054,124.68,False
Oklahoma,172,408,no,no,0,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,17.8,4,4.81,4,0.38715116279069767,170.19,False
Iowa,45,415,no,no,0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1,1.456888888888889,163.18,False
Vermont,100,408,yes,no,0,219.4,112,37.3,225.7,102,19.18,255.3,95,11.49,12.0,4,3.24,4,0.7121,182.20000000000002,False
New York,94,415,no,no,0,190.4,91,32.37,92.0,107,7.82,224.8,108,10.12,13.6,17,3.67,2,0.5742553191489361,128.36,False
Louisiana,128,415,no,no,0,147.7,94,25.11,283.3,83,24.08,188.3,124,8.47,6.9,5,1.86,2,0.46499999999999997,163.68,False
South Carolina,181,408,no,no,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,0.37011049723756906,163.76000000000002,False
Idaho,127,408,no,no,0,102.8,128,17.48,143.7,95,12.21,191.4,97,8.61,10.0,5,2.7,1,0.3228346456692913,105.07,False
Missouri,89,415,no,no,0,178.7,81,30.38,233.7,74,19.86,131.9,120,5.94,9.1,4,2.46,1,0.6588764044943819,156.29999999999998,False
Maine,149,415,no,yes,18,148.5,106,25.25,114.5,106,9.73,178.3,98,8.02,6.5,4,1.76,0,0.30040268456375835,116.47999999999999,False
Mississippi,103,510,no,yes,29,164.1,111,27.9,219.1,96,18.62,220.3,108,9.91,12.3,9,3.32,0,0.5800970873786407,161.66000000000003,False
South Dakota,163,415,yes,no,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,0.3751533742331289,157.8,False
Oklahoma,52,415,no,no,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,1.126153846153846,161.08,False
Wyoming,89,415,no,no,0,115.4,99,19.62,209.9,115,17.84,280.9,112,12.64,15.9,6,4.29,3,0.611123595505618,139.5,False
Georgia,122,510,yes,no,0,140.0,101,23.8,196.4,77,16.69,120.1,133,5.4,9.7,4,2.62,4,0.39762295081967214,127.67,True
Vermont,60,415,no,no,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,0.8866666666666667,125.81,False
Maryland,62,408,no,no,0,321.1,105,54.59,265.5,122,22.57,180.5,72,8.12,11.5,2,3.11,4,1.4256451612903225,227.24000000000007,True
Indiana,117,415,no,no,0,118.4,126,20.13,249.3,97,21.19,227.0,56,10.22,13.6,3,3.67,5,0.4718803418803419,146.07000000000002,True
